,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,genres
Jesse,0.533,0.627,9,-7.606,1,0.0344,0.352,5.66e-05,0.12,0.357,123.841,audio_features,7wywcX1oHKTVQV1dAxeaXq,spotify:track:7wywcX1oHKTVQV1dAxeaXq,https://api.spotify.com/v1/tracks/7wywcX1oHKTVQV1dAxeaXq,https://api.spotify.com/v1/audio-analysis/7wywcX1oHKTVQV1dAxeaXq,168929,4,43,"['art pop', 'bedroom pop', 'indie garage rock', 'indie pop', 'indie rock']"
Best Friend,0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,audio_features,47Bg6IrMed1GPbxRgwH2aC,spotify:track:47Bg6IrMed1GPbxRgwH2aC,https://api.spotify.com/v1/tracks/47Bg6IrMed1GPbxRgwH2aC,https://api.spotify.com/v1/audio-analysis/47Bg6IrMed1GPbxRgwH2aC,262231,4,79,"['bedroom pop', 'indie r&b', 'pop']"
I'm All Right,0.532,0.158,7,-10.235,1,0.0326,0.931,0.0,0.254,0.482,132.363,audio_features,48Eug9I2GFFtYACqqVCGgz,spotify:track:48Eug9I2GFFtYACqqVCGgz,https://api.spotify.com/v1/tracks/48Eug9I2GFFtYACqqVCGgz,https://api.spotify.com/v1/audio-analysis/48Eug9I2GFFtYACqqVCGgz,83947,4,0,"['anti-folk', 'grand rapids indie', 'indie garage rock', 'indie punk', 'indie rock', 'lo-fi', 'philly indie']"
Passer à TV,0.691,0.55,5,-6.542,0,0.0876,0.44,0.0,0.129,0.448,129.897,audio_features,0AJzQu3jVi0Nh9NS30WKMr,spotify:track:0AJzQu3jVi0Nh9NS30WKMr,https://api.spotify.com/v1/tracks/0AJzQu3jVi0Nh9NS30WKMr,https://api.spotify.com/v1/audio-analysis/0AJzQu3jVi0Nh9NS30WKMr,197600,4,30,"['indie quebecois', 'pop quebecois']"
Parked out by the Lake,0.561,0.681,8,-5.592,1,0.0352,0.136,0.0,0.112,0.634,139.914,audio_features,2xoADhNgQoRRls6lNCaIYd,spotify:track:2xoADhNgQoRRls6lNCaIYd,https://api.spotify.com/v1/tracks/2xoADhNgQoRRls6lNCaIYd,https://api.spotify.com/v1/audio-analysis/2xoADhNgQoRRls6lNCaIYd,211634,4,41,[]
New House,0.402,0.378,1,-8.682,0,0.0436,0.807,0.0,0.242,0.317,73.262,audio_features,79yScU3wNnv2yPF3awYqnU,spotify:track:79yScU3wNnv2yPF3awYqnU,https://api.spotify.com/v1/tracks/79yScU3wNnv2yPF3awYqnU,https://api.spotify.com/v1/audio-analysis/79yScU3wNnv2yPF3awYqnU,199052,4,65,"['bedroom pop', 'indie r&b', 'pop']"
What If,0.475,0.511,2,-7.726,1,0.0331,0.347,0.0542,0.141,0.502,143.956,audio_features,1TdkPgTALcwiUgzm5V9i6f,spotify:track:1TdkPgTALcwiUgzm5V9i6f,https://api.spotify.com/v1/tracks/1TdkPgTALcwiUgzm5V9i6f,https://api.spotify.com/v1/audio-analysis/1TdkPgTALcwiUgzm5V9i6f,142444,4,29,"['art pop', 'bedroom pop', 'indie garage rock', 'indie pop', 'indie rock']"
Old Friends,0.488,0.555,4,-7.315,1,0.0398,0.41,0.0,0.494,0.375,147.88,audio_features,66q3yNMEO2tOsiFny1IPQW,spotify:track:66q3yNMEO2tOsiFny1IPQW,https://api.spotify.com/v1/tracks/66q3yNMEO2tOsiFny1IPQW,https://api.spotify.com/v1/audio-analysis/66q3yNMEO2tOsiFny1IPQW,207720,4,46,"['indie folk', 'indie rock', 'new jersey indie', 'small room']"
Rosie,0.657,0.273,9,-10.178,0,0.203,0.817,0.0,0.342,0.55,114.643,audio_features,0NkCK8SHl8mEVRuorVYrXq,spotify:track:0NkCK8SHl8mEVRuorVYrXq,https://api.spotify.com/v1/tracks/0NkCK8SHl8mEVRuorVYrXq,https://api.spotify.com/v1/audio-analysis/0NkCK8SHl8mEVRuorVYrXq,113480,5,30,"['indie quebecois', 'pop quebecois']"
Oddloop,0.424,0.899,11,-3.937,0,0.0572,0.0034,8.1e-05,0.223,0.74,171.832,audio_features,5hQll2t2rfpVARhVjDVOYJ,spotify:track:5hQll2t2rfpVARhVjDVOYJ,https://api.spotify.com/v1/tracks/5hQll2t2rfpVARhVjDVOYJ,https://api.spotify.com/v1/audio-analysis/5hQll2t2rfpVARhVjDVOYJ,255293,4,53,"['j-pop', 'j-rock']"
I Wanna Rock Out In My Dreams,0.275,0.315,5,-10.357,1,0.0325,0.201,0.023,0.144,0.116,111.196,audio_features,5EcvWnwsEkRaTQYvXyHWwY,spotify:track:5EcvWnwsEkRaTQYvXyHWwY,https://api.spotify.com/v1/tracks/5EcvWnwsEkRaTQYvXyHWwY,https://api.spotify.com/v1/audio-analysis/5EcvWnwsEkRaTQYvXyHWwY,205880,4,11,"['acoustic punk', 'anti-folk', 'folk punk', 'indie rock', 'lo-fi']"
O Dreaded C Town,0.519,0.0854,7,-17.027,1,0.0416,0.977,2.7e-05,0.137,0.165,76.693,audio_features,755Bk8p4QmAzhdLY9cIZEl,spotify:track:755Bk8p4QmAzhdLY9cIZEl,https://api.spotify.com/v1/tracks/755Bk8p4QmAzhdLY9cIZEl,https://api.spotify.com/v1/audio-analysis/755Bk8p4QmAzhdLY9cIZEl,119913,4,30,"['art pop', 'bedroom pop', 'indie garage rock', 'indie pop', 'indie rock']"
Les poètes maudits,0.742,0.268,2,-11.824,0,0.122,0.835,0.0,0.116,0.512,122.733,audio_features,4vTKeDFafmtm5ausl9HW3k,spotify:track:4vTKeDFafmtm5ausl9HW3k,https://api.spotify.com/v1/tracks/4vTKeDFafmtm5ausl9HW3k,https://api.spotify.com/v1/audio-analysis/4vTKeDFafmtm5ausl9HW3k,94080,4,27,"['indie quebecois', 'pop quebecois']"
Honeymoon Phase,0.171,0.943,1,-4.159,0,0.0739,0.0127,0.000574,0.344,0.444,183.931,audio_features,1GE1cYUoimmR2hANZ6av6s,spotify:track:1GE1cYUoimmR2hANZ6av6s,https://api.spotify.com/v1/tracks/1GE1cYUoimmR2hANZ6av6s,https://api.spotify.com/v1/audio-analysis/1GE1cYUoimmR2hANZ6av6s,122059,4,0,"['anti-folk', 'grand rapids indie', 'indie garage rock', 'indie punk', 'indie rock', 'lo-fi', 'philly indie']"
Untitled,0.567,0.199,9,-9.601,1,0.101,0.905,0.0,0.131,0.329,83.827,audio_features,3PbV3ocgAp3Xn0omGFC0cG,spotify:track:3PbV3ocgAp3Xn0omGFC0cG,https://api.spotify.com/v1/tracks/3PbV3ocgAp3Xn0omGFC0cG,https://api.spotify.com/v1/audio-analysis/3PbV3ocgAp3Xn0omGFC0cG,135707,5,66,"['bedroom pop', 'indie r&b', 'pop']"
Discopool,0.685,0.879,2,-4.839,1,0.0676,0.0155,0.00722,0.0381,0.495,138.011,audio_features,3k43yBhqciIgBjINl79U8z,spotify:track:3k43yBhqciIgBjINl79U8z,https://api.spotify.com/v1/tracks/3k43yBhqciIgBjINl79U8z,https://api.spotify.com/v1/audio-analysis/3k43yBhqciIgBjINl79U8z,273507,4,26,"['j-pop', 'j-rock']"
Chaise musicale,0.606,0.878,9,-5.845,1,0.0829,0.0282,0.0,0.303,0.92,139.808,audio_features,39w7tpfCbXlZrsOnk0KD8Y,spotify:track:39w7tpfCbXlZrsOnk0KD8Y,https://api.spotify.com/v1/tracks/39w7tpfCbXlZrsOnk0KD8Y,https://api.spotify.com/v1/audio-analysis/39w7tpfCbXlZrsOnk0KD8Y,179067,4,34,['indie quebecois']
Je Joue De La Guitare,0.418,0.619,6,-7.923,1,0.0538,0.606,0.0,0.685,0.755,166.961,audio_features,1cxbjuMMqQ5P8vibr3itXn,spotify:track:1cxbjuMMqQ5P8vibr3itXn,https://api.spotify.com/v1/tracks/1cxbjuMMqQ5P8vibr3itXn,https://api.spotify.com/v1/audio-analysis/1cxbjuMMqQ5P8vibr3itXn,274760,4,40,"['indie quebecois', 'pop quebecois', 'rock quebecois']"
Lyin' Eyes - 2013 Remaster,0.669,0.673,7,-9.754,1,0.0248,0.203,0.0271,0.164,0.867,132.68,audio_features,1MgDXY89MOoohMeaMoHaED,spotify:track:1MgDXY89MOoohMeaMoHaED,https://api.spotify.com/v1/tracks/1MgDXY89MOoohMeaMoHaED,https://api.spotify.com/v1/audio-analysis/1MgDXY89MOoohMeaMoHaED,381999,4,46,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
Rugged Country,0.397,0.721,4,-3.225,1,0.0374,0.0413,4.04e-06,0.374,0.496,122.104,audio_features,6J4N6W6oMS7gBV6zrtMjCG,spotify:track:6J4N6W6oMS7gBV6zrtMjCG,https://api.spotify.com/v1/tracks/6J4N6W6oMS7gBV6zrtMjCG,https://api.spotify.com/v1/audio-analysis/6J4N6W6oMS7gBV6zrtMjCG,173070,4,31,"['art pop', 'dream pop', 'indie pop', 'indie rock', 'indietronica', 'philly indie']"
Quand les nuages seront partis,0.641,0.294,2,-10.817,1,0.064,0.744,0.0,0.242,0.488,122.363,audio_features,2NcMvFwSuVQgjL1ElY0PVy,spotify:track:2NcMvFwSuVQgjL1ElY0PVy,https://api.spotify.com/v1/tracks/2NcMvFwSuVQgjL1ElY0PVy,https://api.spotify.com/v1/audio-analysis/2NcMvFwSuVQgjL1ElY0PVy,142587,4,28,"['indie quebecois', 'pop quebecois']"
Mount St. Helens Is About to Blow Up,0.695,0.464,7,-12.151,1,0.0848,0.139,0.000226,0.111,0.787,166.016,audio_features,5pnAzBcq5zfawsWiTQ3nTu,spotify:track:5pnAzBcq5zfawsWiTQ3nTu,https://api.spotify.com/v1/tracks/5pnAzBcq5zfawsWiTQ3nTu,https://api.spotify.com/v1/audio-analysis/5pnAzBcq5zfawsWiTQ3nTu,202771,4,41,['comic']
Fille de personne II,0.522,0.874,0,-3.856,1,0.0659,0.0139,1.86e-06,0.673,0.398,108.087,audio_features,6u3A43RMR8Tqrw8aYZT1Yd,spotify:track:6u3A43RMR8Tqrw8aYZT1Yd,https://api.spotify.com/v1/tracks/6u3A43RMR8Tqrw8aYZT1Yd,https://api.spotify.com/v1/audio-analysis/6u3A43RMR8Tqrw8aYZT1Yd,238637,4,41,"['indie quebecois', 'pop quebecois']"
Best Friend,0.647,0.621,7,-7.615,1,0.0267,0.00633,0.00266,0.196,0.406,109.949,audio_features,1OnnpW59yt0nfej07BK0W9,spotify:track:1OnnpW59yt0nfej07BK0W9,https://api.spotify.com/v1/tracks/1OnnpW59yt0nfej07BK0W9,https://api.spotify.com/v1/audio-analysis/1OnnpW59yt0nfej07BK0W9,127827,4,10,"['acoustic punk', 'anti-folk', 'folk punk', 'indie rock', 'lo-fi']"
Sunflower,0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,audio_features,4EpZ4eYuZOwPSSwyqpdHnJ,spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ,https://api.spotify.com/v1/tracks/4EpZ4eYuZOwPSSwyqpdHnJ,https://api.spotify.com/v1/audio-analysis/4EpZ4eYuZOwPSSwyqpdHnJ,252231,4,78,"['bedroom pop', 'indie r&b', 'pop']"
Sleeping House,0.507,0.466,2,-10.051,1,0.0387,0.00449,0.041,0.0995,0.201,145.11,audio_features,09pGKK3GaVGYwddzQufC8D,spotify:track:09pGKK3GaVGYwddzQufC8D,https://api.spotify.com/v1/tracks/09pGKK3GaVGYwddzQufC8D,https://api.spotify.com/v1/audio-analysis/09pGKK3GaVGYwddzQufC8D,148575,4,0,"['anti-folk', 'grand rapids indie', 'indie garage rock', 'indie punk', 'indie rock', 'lo-fi', 'philly indie']"
"You, In Weird Cities",0.301,0.94,4,-4.863,1,0.11,4.82e-05,0.00204,0.183,0.614,107.341,audio_features,79ksfpckACbz4VNkjgfA0O,spotify:track:79ksfpckACbz4VNkjgfA0O,https://api.spotify.com/v1/tracks/79ksfpckACbz4VNkjgfA0O,https://api.spotify.com/v1/audio-analysis/79ksfpckACbz4VNkjgfA0O,219653,4,25,"['alternative emo', 'anti-folk', 'emo', 'folk punk', 'indie punk', 'indie rock', 'lo-fi', 'modern power pop']"
Children Of God,0.556,0.658,7,-6.668,1,0.05,0.00171,0.0,0.138,0.62,98.235,audio_features,4sGw60nBN36bjE6GXVGk18,spotify:track:4sGw60nBN36bjE6GXVGk18,https://api.spotify.com/v1/tracks/4sGw60nBN36bjE6GXVGk18,https://api.spotify.com/v1/audio-analysis/4sGw60nBN36bjE6GXVGk18,126147,4,15,"['acoustic punk', 'anti-folk', 'folk punk', 'indie rock', 'lo-fi']"
The Woman That Loves You,0.517,0.772,6,-5.941,0,0.0401,0.000334,0.653,0.104,0.33,109.836,audio_features,1Ddmip7ro8VGzhTbDE4pcg,spotify:track:1Ddmip7ro8VGzhTbDE4pcg,https://api.spotify.com/v1/tracks/1Ddmip7ro8VGzhTbDE4pcg,https://api.spotify.com/v1/audio-analysis/1Ddmip7ro8VGzhTbDE4pcg,144678,4,36,"['art pop', 'dream pop', 'indie pop', 'indie rock', 'indietronica', 'philly indie']"
Take It Easy - 2013 Remaster,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,audio_features,5kT9zYfbVQa2Dz1s2QJ7aw,spotify:track:5kT9zYfbVQa2Dz1s2QJ7aw,https://api.spotify.com/v1/tracks/5kT9zYfbVQa2Dz1s2QJ7aw,https://api.spotify.com/v1/audio-analysis/5kT9zYfbVQa2Dz1s2QJ7aw,211578,4,45,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
Real Love,0.303,0.494,0,-6.498,1,0.037,0.0329,8.11e-05,0.144,0.148,128.658,audio_features,3mUuD7ec0lWqwSZnTiQ58J,spotify:track:3mUuD7ec0lWqwSZnTiQ58J,https://api.spotify.com/v1/tracks/3mUuD7ec0lWqwSZnTiQ58J,https://api.spotify.com/v1/audio-analysis/3mUuD7ec0lWqwSZnTiQ58J,257385,4,49,"['art pop', 'brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'small room', 'stomp and holler']"
Coffin Dance,0.648,0.413,0,-11.737,1,0.0763,0.27,0.00156,0.111,0.0758,123.647,audio_features,5r8BbCG5h8wXbHvdHXmEmK,spotify:track:5r8BbCG5h8wXbHvdHXmEmK,https://api.spotify.com/v1/tracks/5r8BbCG5h8wXbHvdHXmEmK,https://api.spotify.com/v1/audio-analysis/5r8BbCG5h8wXbHvdHXmEmK,199333,4,15,"['acoustic punk', 'anti-folk', 'folk punk', 'indie rock', 'lo-fi']"
Bonne Journée,0.832,0.285,0,-9.123,0,0.473,0.906,0.0,0.718,0.574,114.361,audio_features,6bqAi4Ym0twSkjrfR0vNGR,spotify:track:6bqAi4Ym0twSkjrfR0vNGR,https://api.spotify.com/v1/tracks/6bqAi4Ym0twSkjrfR0vNGR,https://api.spotify.com/v1/audio-analysis/6bqAi4Ym0twSkjrfR0vNGR,159400,4,26,['indie quebecois']
Recently Played,0.57,0.334,0,-11.046,0,0.0312,0.692,0.172,0.226,0.124,113.546,audio_features,0YUP8ar1GNHPFqMwUM7xCE,spotify:track:0YUP8ar1GNHPFqMwUM7xCE,https://api.spotify.com/v1/tracks/0YUP8ar1GNHPFqMwUM7xCE,https://api.spotify.com/v1/audio-analysis/0YUP8ar1GNHPFqMwUM7xCE,120454,3,1,"['indie garage rock', 'neo-psychedelic']"
Shiawasette Iu Kaibutsu,0.687,0.757,11,-5.352,0,0.0373,0.0601,0.0,0.265,0.889,134.032,audio_features,60so3d5sDh5CDlWPGbhSOV,spotify:track:60so3d5sDh5CDlWPGbhSOV,https://api.spotify.com/v1/tracks/60so3d5sDh5CDlWPGbhSOV,https://api.spotify.com/v1/audio-analysis/60so3d5sDh5CDlWPGbhSOV,241840,4,26,"['j-pop', 'j-rock']"
"Do, Re, And Me",0.548,0.639,0,-7.713,1,0.0394,0.252,0.000173,0.0947,0.898,144.088,audio_features,1fPRhgneYTdrEFwnshDZPt,spotify:track:1fPRhgneYTdrEFwnshDZPt,https://api.spotify.com/v1/tracks/1fPRhgneYTdrEFwnshDZPt,https://api.spotify.com/v1/audio-analysis/1fPRhgneYTdrEFwnshDZPt,119160,4,13,"['acoustic punk', 'anti-folk', 'folk punk', 'indie rock', 'lo-fi']"
Witchy Woman - 2013 Remaster,0.555,0.568,2,-12.205,0,0.0341,0.364,0.00167,0.116,0.583,98.507,audio_features,1bNVtTNLgeOVgWUqBdXwyP,spotify:track:1bNVtTNLgeOVgWUqBdXwyP,https://api.spotify.com/v1/tracks/1bNVtTNLgeOVgWUqBdXwyP,https://api.spotify.com/v1/audio-analysis/1bNVtTNLgeOVgWUqBdXwyP,250889,4,44,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
We Begged 2 Explode,0.559,0.337,11,-7.17,1,0.0278,0.113,0.0,0.127,0.276,100.411,audio_features,6Gyu4HQp7aD8RMerYgIP3P,spotify:track:6Gyu4HQp7aD8RMerYgIP3P,https://api.spotify.com/v1/tracks/6Gyu4HQp7aD8RMerYgIP3P,https://api.spotify.com/v1/audio-analysis/6Gyu4HQp7aD8RMerYgIP3P,224147,3,26,"['alternative emo', 'anti-folk', 'emo', 'folk punk', 'indie punk', 'indie rock', 'lo-fi', 'modern power pop']"
Loving Is Easy,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,audio_features,5EYi2rH4LYs6M21ZLOyQTx,spotify:track:5EYi2rH4LYs6M21ZLOyQTx,https://api.spotify.com/v1/tracks/5EYi2rH4LYs6M21ZLOyQTx,https://api.spotify.com/v1/audio-analysis/5EYi2rH4LYs6M21ZLOyQTx,155720,4,78,"['bedroom pop', 'indie r&b', 'pop']"
Je suis un fou,0.571,0.405,0,-9.485,1,0.0857,0.841,0.0,0.0992,0.587,126.966,audio_features,3Mll4m6ZT2bQUdLZGEVbCx,spotify:track:3Mll4m6ZT2bQUdLZGEVbCx,https://api.spotify.com/v1/tracks/3Mll4m6ZT2bQUdLZGEVbCx,https://api.spotify.com/v1/audio-analysis/3Mll4m6ZT2bQUdLZGEVbCx,217760,4,30,"['indie quebecois', 'pop quebecois']"
Reborn,0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,audio_features,4RVbK6cV0VqWdpCDcx3hiT,spotify:track:4RVbK6cV0VqWdpCDcx3hiT,https://api.spotify.com/v1/tracks/4RVbK6cV0VqWdpCDcx3hiT,https://api.spotify.com/v1/audio-analysis/4RVbK6cV0VqWdpCDcx3hiT,324674,4,72,"['hip hop', 'rap']"
